ɑːbt̪,26
bt̪d̪,4
t̪d̪ɑː,13
mی◌,12163
ی◌̃,24863
xd̪ɑː,3091
آs,597
ٓsm,352
smɑː,394
mɑːn,1491
ɑːuːr,30255
zmی,1113
mیn,1528
pیd̪,440
یd̪ɑː,702
کیɑː,3257
یɑː۔,2459
ʃکl,30
xɑːl,127
ɑːlی,954
t̪ھی,1201
ھی۔,531
ɡہr,80
ہreː,185
t͡ʃہr,184
ɑːnd̪,1209
nd̪ھ,413
d̪ھی,193
ھیr,283
یrɑː,1511
t͡ʃھɑː,397
ɡیɑː,1735
xُd̪,3423
ُd̪ɑː,3433
ruːh,220
pɑːn,749
ɑːnی,2053
mnt̪,54
nt̪q,15
t̪ql,7
ہuːي,974
uːئ,2500
ئی,8109
ٔی۔,298
کہɑː,3186
ہɑː،,754
ruːʃ,637
uːʃn,205
ʃnی,141
ہuː:,27
ھی.,3
d̪یک,1880
یکھ,1852
کھɑː,2068
ɑːt͡ʃھ,353
یreː,3948
ɑːlɡ,77
d̪یɑː,2234
rɑːt̪,337
ہɑː۔,181
ʃɑːm,279
sbh,182
pہl,535
ہleː,341
t̪ھeː,1802
ھeː۔,871
nیuː,322
یuː◌,3288
uː◌̃,17574
d̪rm,448
rmی,518
mیɑː,564
یɑːn,605
ɑːیک,3334
کreː,1039
reː۔,180
bnɑː,1384
nɑːی,486
ɑːیɑː,2026
ɑːُs,9308
nیt͡ʃ,353
یt͡ʃeː,345
ɑːُn,4377
ɑːُuː,119
ُuːp,53
uːpr,264
t̪qs,71
qsی,71
sیm,77
ɑːیs,726
یsɑː,1307
ہuːɑː,1068
uːɑː۔,207
d̪uːs,555
uːsr,473
sreː,402
d͡ʒɡہ,662
d͡ʒɑːي,2124
ɑːئ,8707
ٔی◌,1382
◌̃،,1650
xʃک,64
zɑːہ,132
ɑːہr,533
ئeː,6526
ٔeː:,50
ہuːn,372
uːneː,575
nɑːm,792
smn,201
mnd̪,539
nd̪r,487
rکھ,1071
ہeː۔,3926
ɡھɑː,65
ھɑːs,46
reː،,73
bیd͡ʒ,50
d̪یn,337
یneː,463
uːɑːl,1130
d͡ʒɽی,34
buːʈ,30
uːʈی,482
ʈیuː,147
pھl,182
ɑːleː,838
d̪rx,238
rxt̪,206
ɑːpn,6700
pnی,1745
qsm,247
mt̪ɑː,558
t̪ɑːb,785
ɑːbq,575
d̪eː،,69
xuːd̪,70
ہeː،,1634
ʈیɑː,130
یɑː◌,680
ɑː◌̃,2696
کی◌,125
t̪ھɑː,3036
t̪یs,249
یsr,119
srɑː,2245
ھɑː۔,1521
nیɑː,437
ہuː◌,3243
t̪ɑːک,934
ɑːکہ,885
sکی,51
◌̃۔,2741
nʃɑː,112
ʃɑːn,332
muːs,631
uːsm,23
smuː,161
muː◌,742
d̪nuː,177
nuː◌,1579
sɑːl,614
ɑːluː,447
luː◌,860
lیeː,3374
rہی,206
ہی◌,6929
ɖɑːl,961
ɑːln,64
lneː,218
lئ,576
◌̃:,388
bɽی,192
nɑːي,483
hکm,741
کmr,136
mrɑː,155
rɑːn,752
کrn,1335
rneː,1052
nی:,4
st̪ɑː,228
t̪ɑːr,325
ɑːreː,1635
bھی,2437
ٔeː۔,1163
lی◌,300
hکuː,254
کuːm,256
uːmt̪,260
کrی,825
rی◌,773
ɑːrی,1473
rیک,161
یکی,72
t͡ʃuːt̪,59
uːt̪ھ,76
hrک,14
rکt̪,259
d͡ʒɑːn,1467
nd̪ɑː,414
d̪ɑːr,1078
znd̪,410
nd̪ɡ,188
d̪ɡی,214
prn,93
rnd̪,138
nd̪eː,190
کھl,116
ھleː,38
ɑːuːp,211
ɑːُɽ,32
sکt̪,425
کt̪eː,153
nکɑː,429
کɑːl,421
uːہی,237
ہیl,60
mt͡ʃھ,23
t͡ʃھl,56
ھlی,91
lیɑː,870
کrt̪,1404
rt̪ɑː,1005
d͡ʒِs,107
ِseː,30
کsr,91
srt̪,96
bq،,46
pruː,77
ruː◌,2233
nd̪uː,442
d̪uː◌,906
یɑː:,156
کہt̪,209
ہt̪eː,250
brک,256
ھluː,37
bɽھ,371
ɽھuː,42
d̪ruː,346
bھr,409
ھruː,276
ɽھn,39
ھneː,188
d̪uː۔,194
ɑːnt͡ʃ,430
nt͡ʃuː,72
t͡ʃuːɑː,24
uːɑː◌,168
ɑːruː,1075
t͡ʃuːp,10
uːpɑː,10
pɑːی,121
ɑːیuː,95
rیn,91
یnɡ,108
nɡn,53
ɡneː,117
d̪rn,48
zmِ,20
mِی,42
ِیn,46
hیuː,50
یuːɑː,243
uːɑːn,423
ɑːnuː,695
d͡ʒns,5
mُuː,176
ُuːɑː,21
uːɑːf,8
ɑːfِ,5
fِq,7
muːی,124
uːیʃ,120
یʃی,145
ʃیuː,85
t͡ʃیz,477
nɡt̪,19
ɡt̪ی,19
ɑːns,297
nsɑː,276
sɑːn,298
ʃbی,25
bیہ,45
lیuː,109
t̪mɑː,1937
mɑːm,1801
t͡ʃnɑː,215
nɑːn,547
nt͡ʃہ,192
suːr,434
uːrt̪,514
یɑː،,705
ɑːseː,1203
mrd̪,278
ُseː,1248
msx,6
sxr,6
کruː,1520
ruː۔,320
ql.,1
mَی,1100
َی◌,1100
tُ̪,2609
ُ̪d͡ʒ,248
̪d͡ʒھ,248
d͡ʒھeː,1840
dِ̪,483
ِ̪ی,144
̪یɑː,98
t̪mہ,1241
mہɑː,914
ہɑːr,1278
ɡuːʃ,334
uːʃt̪,327
ɡɑː۔,2385
کuː،,80
ہrی,73
ہeː:,393
کھuː,1053
bہt̪,709
t͡ʃھی,241
t͡ʃھʈ,28
ھʈeː,18
t̪rh,1100
xt̪m,139
ɡئ,1610
ٔeː،,278
mیz,102
یzb,32
zbɑː,149
bɑːn,1984
ɑːn۔,62
sɑːt̪,2718
ɑːt̪uː,283
t̪uːی,95
uːی◌,307
pnɑː,606
کɑːm,1018
pneː,4427
ɑːmuː,419
آr,171
ٓrɑː,141
rɑːm,429
ِ̪n,147
mُq,190
ُqd,155
qdّ,156
dّ̪,187
ّ̪s,156
ʈھہ,189
ھہr,186
ہrɑː,167
rɑːی,77
کیuː,2754
یuːn,2708
uːnک,2597
nکہ,2554
nsl,335
slی,342
d̪ɑːuː,4118
ɑːuːn,4405
uːnd̪,4137
کھی,659
ھیt̪,184
puːd̪,14
uːd̪ɑː,726
leː۔,246
ɽھt̪,37
ھt̪ɑː,239
bɑːr,928
ɑːrʃ,80
nہی,3240
ruːɑː,437
uːɑːي,67
یt̪ی,128
ɑːlɑː,890
کuːي,1099
آd̪,1552
ٓd̪m,1446
d̪mی,1386
lیک,1691
یکn,1687
d̪ھn,46
ھnd̪,51
ɑːʈھ,480
ʈھی,278
sیr,132
rɑːb,144
xɑːک,65
nt̪ھ,24
t̪ھn,29
ھnuː,21
pھuː,152
ھuːn,212
d̪ی۔,99
nd̪ہ,496
mʃr,120
ʃrq,108
t̪rf,1011
bɑːɣ,145
lɡɑː,458
ɡɑːی,57
uːہɑː,530
ہɑː◌,1647
d͡ʒseː,229
ɑːُɡ,21
ُɡɑː,9
کھn,159
ھɑːn,495
ɑːneː,1257
lِي,473
ِئ,477
bیt͡ʃ,169
t͡ʃھeː,280
breː,15
pہt͡ʃ,43
ہt͡ʃɑː,43
t͡ʃɑːn,402
xt̪۔,3
d̪rی,225
rیɑː,539
nکl,536
کlɑː,321
lɑː۔,218
t͡ʃɑːr,303
sruː,91
pیs,75
یsn,10
یہی,23
huːی,13
uːیl,27
یlہ,198
puːr,233
uːrی,368
ɡھی,89
d͡ʒہɑː,324
suːn,469
uːnɑː,243
bیɖ,3
یɖی,6
ɖیl,43
یlی,245
lیm,411
sُl,51
ُlی,48
یmɑː,476
pt̪ھ,240
t̪ھr,250
srی,235
d͡ʒیh,22
یhuː,98
huːn,42
uːreː,106
ɑːیt̪,101
یt̪ھ,30
t̪ھuː,247
ھuːp,14
uːpی,19
pیɑː,234
ہِd̪,1
ِd̪q,2
d̪qی,16
qیl,22
ɑːsuː,147
d͡ʒɑːt̪,780
ɑːt̪ی,495
frɑː,199
pکɽ,155
کpɽ,218
pɽeː,245
pہn,314
ہnɑː,182
brq,46
rqr,30
qrɑː,69
rɑːr,187
کھeː,298
d̪mِ,4
hُک,117
ُکm,120
ُ̪uː,2135
آz,73
ٓzɑː,31
zɑːd̪,154
ɑːd̪ɑː,533
d̪ɑːn,637
ɑːnہ,801
t̪uːr,236
کt̪ɑː,524
nیک,65
bd̪ی,166
ɑːnɑː,737
ھɑːي,1247
zruː,216
ruːr,212
mrn,36
rnɑː,519
nɑː.,6
ɑːکی,201
کیl,97
یlɑː,186
rہn,335
md̪d̪,145
nɑːو,104
ɑːؤ,2585
ؤ◌,826
ٔ◌̃,827
mیd̪,216
nuːr,84
ُnہ,1084
pɑːs,1614
lɑːی,465
pکɑː,198
کɑːr,670
ɑːrɑː,900
rɑː،,79
mlی,76
lی۔,53
nیn,47
یnd̪,45
psl,6
bd̪l,259
d̪leː,84
bnd̪,414
ɑːِn,142
ِns,21
ɑːُʈ,514
ُʈھ,514
ʈھɑː,654
ھɑːی,300
mیr,3909
یrی,2272
ہɖی,78
ɖیuː,103
کہl,47
ہlɑː,243
lɑːي,436
mɑː◌,187
bɑːp,1058
t͡ʃھuː,556
ھuːɽ,458
bیuː,509
یuːی,376
d͡ʒɽeː,31
rہeː,584
d͡ʒsm,54
ɡeː۔,936
d̪uːn,323
uːnuː,329
nnɡ,42
nɡeː,71
ʃrm,126
rmn,116
ɑːnp,187
کsی,421
zیɑː,417
یɑːd̪,719
ɑːd̪ہ,419
lt̪ی,113
t̪یf,6
ھɑːو,183
ؤ؟,9
xt̪uː,111
t̪uː◌,642
