iŋ,1626
ŋǀ,393
ǀw,29
wa,6189
ad,274
di,619
jo,1586
ok,2252
ku,8823
uz,497
za,1591
al,2515
lw,900
uk,2922
ka,3140
ad͡ʒ,242
d͡ʒe,1068
es,2196
su,837
kr,75
ri,427
is,2743
st,215
tu,475
da,927
av,139
vi,77
id,130
de,466
aa,35
aɓ,5147
ɓr,43
ra,177
ah,122
ha,344
am,2621
ma,2491
ua,57
ui,25
sa,1649
ak,2503
ud͡ʒ,723
d͡ʒa,346
ko,1036
oɓ,420
ɓe,2403
d͡ʒu,226
ud,306
na,3940
ɓa,7794
af,680
fo,95
ow,390
ɓo,2009
of,203
fa,379
ar,383
re,94
si,3417
no,843
oz,162
ut,7
ta,143
uf,176
ue,38
ir,24
ro,213
om,924
mu,798
mi,942
in,2013
un,955
as,1207
so,508
on,1899
ni,4292
us,727
li,1980
im,709
mo,397
uɓ,3006
ur,19
akʰ,2033
kʰa,534
ɓi,542
uo,4
ed,121
ru,281
utʰ,1440
tʰe,933
aj,2381
ji,1651
ŋk,2150
os,792
ol,604
lo,1740
um,2251
mk,41
au,1
ij,1379
ja,2796
d͡ʒo,219
at,70
ti,199
or,65
zi,2636
otʰ,245
tʰa,996
az,1081
uh,57
he,77
ez,1511
ze,571
ek,1392
ki,476
an,3729
se,2070
ŋe,1297
ikʰ,671
atʰ,2913
tʰi,3810
tʰu,626
uɲ,452
ɲd͡ʒ,633
el,3520
eɓ,779
il,2005
kw,1783
la,3801
je,2281
zo,210
ju,45
do,298
le,3017
ej,721
ef,134
ŋu,685
uj,1556
iw,481
iɲ,427
ke,2285
oŋ,1030
iz,1160
zu,211
ul,3323
ne,1395
iʃ,235
ʃu,213
we,1913
en,2977
eŋ,1093
ŋa,2902
aɬ,435
ɬa,842
aŋ,1586
fu,744
ɲa,449
nw,85
ekʰ,230
kʰu,1332
ŋo,1555
oj,292
ǀ̤,403
̤w,207
epʰ,959
pʰa,1746
kʰe,785
nt,597
lu,2303
uŋ,1542
ŋi,1839
nd,1610
mtʰ,154
iɬ,353
ml,95
nɮ,777
ɮa,420
okʰ,677
kʰo,2095
be,400
pʰu,421
upʰ,545
pʰo,401
itʰ,875
ukʰ,598
iǃ,176
ǃa,312
mb,1007
iɡ,209
ɡa,342
uɡ,124
ɡǀ,216
ɲw,31
mp,346
pr,219
fe,171
etʰ,1081
ba,484
em,1145
nu,116
uw,45
hu,25
ɲu,60
uʃ,153
ʃw,49
ɓu,848
tʰo,325
ŋw,93
mj,58
iɓ,735
od,461
et,240
tl,8
eh,54
ed͡ʒ,165
ɬe,376
er,214
pu,103
pʰi,413
aɲ,626
ɲe,762
ap,230
ab,118
zw,400
apʰ,1061
ot͡ʃ,63
t͡ʃi,58
‘n,16
aw,484
wu,286
mŋ,68
ǀa,101
uv,75
ve,64
sr,48
mn,60
tw,79
ŋǁ,216
ǁa,189
it͡ʃ,120
t͡ʃe,185
wi,210
bi,304
fi,265
ik,794
pʰe,812
ɮi,115
ns,190
aɡ,272
ɡu,98
mkʰ,280
ipʰ,510
ɡo,94
nɬ,190
eɲ,158
ɮe,371
vu,269
eɡ,252
ɡi,60
uɬ,283
ut͡ʃ,20
bh,46
ub,66
me,539
mpʰ,121
od͡ʒ,107
ai,47
rk,11
oh,130
pa,147
eʃ,85
eɬ,271
du,415
‘l,22
ǃo,131
oǃʰ,2
ǃʰo,3
uɮ,135
ɲo,59
id͡ʒ,38
rd,15
ev,56
nz,572
aǀ,65
aʃ,211
ʃo,161
‘s,18
mv,129
at͡ʃ,70
ŋǃ,130
ǃu,61
sw,183
ib,43
tʰw,80
iǀ,69
ʃa,139
ʃi,161
ǀi,56
ob,16
eb,30
̤i,87
‘a,15
oɲ,60
pe,279
‘u,37
aǃʰ,16
ǃʰu,34
et͡ʃ,17
wo,397
‘w,14
dw,210
mʃ,37
oʃ,55
rn,48
oi,7
ʃe,62
mɲ,56
aǃ,146
up,194
tr,163
oa,12
dr,17
mf,153
ew,91
eɮ,32
ɮu,166
d͡ʒi,66
oɡ,95
ɡe,106
iv,82
va,100
if,203
ɬu,187
kʰw,49
iǁ,168
ǁu,178
po,33
mɬ,215
ih,61
ɬi,141
eǃ,59
ot,17
ov,11
ɬw,98
t͡ʃa,61
ɲi,52
ɬo,188
uǀʰ,23
ǀʰi,54
ǃi,192
aɮ,75
eǀ,22
ho,61
ɡw,28
bu,168
ɡǃ,33
ǃ̤,63
̤u,11
uǃ,210
kʰi,140
jw,50
̤o,126
‘j,10
opʰ,95
ǃʰa,25
‘i,26
uǀ,44
oǀ,6
ǀe,247
ǃw,11
oɬ,60
‘ɓ,13
̤e,26
mz,21
iɮ,56
kx,20
xe,10
ǁw,15
pi,68
‘ŋ,67
ip,7
ǃe,31
oǀʰ,10
ǀʰo,19
‘h,4
ɲt͡ʃ,24
t͡ʃo,4
mh,16
mm,19
ɮo,12
ms,42
xa,4
bo,65
‘v,3
ɦa,4
iǃʰ,24
iǀʰ,19
ǁo,14
to,78
rt,20
lf,5
sk,11
iǁʰ,3
ǁʰa,3
lz,7
te,26
oɮ,9
t͡ʃw,16
‘b,15
̤a,15
ts,9
it,10
‘k,15
mɡ,32
aǀʰ,25
ǃʰw,11
mt͡ʃ,9
hw,3
‘ǃʰ,4
ǀʰa,11
md͡ʒ,5
oǃ,17
‘o,6
md,19
aǁ,10
op,40
oe,3
ae,19
xi,1
‘kʰ,3
‘m,15
xo,5
tf,3
‘e,7
‘pʰ,4
mǀ,16
ǀo,6
‘ʃ,2
hi,11
kt,3
‘r,2
t͡ʃu,3
‘z,4
‘d,1
ea,34
d͡ʒw,7
mǃʰ,9
ǃʰe,6
lɡ,3
ɡd,12
mǀʰ,3
eǃʰ,2
mǃ,15
ei,8
rɡ,5
eǀʰ,4
uǃʰ,3
ǁe,8
rɓ,4
ɡr,13
mt,5
lm,1
ǁi,8
ɡǁ,6
ǁ̤,6
uǁ,3
ks,3
aǁʰ,3
ǁʰu,2
oǁ,3
mǁ,2
ao,1
rf,1
‘ɲ,2
ep,4
ɦi,1
ǁʰi,1
ǀu,3
‘tʰ,7
ie,2
ee,3
sd,1
kl,1
fr,3
eǁ,2
lk,1
ia,2
ld,1
rs,5
rm,1
ɓl,1
ǃʰi,1
rd͡ʒ,1
