Language1,Language2,Dot_Product
German,Malyalam,0.022870971241890616
German,Maori,0.014006098852562099
German,Marathi,0.038413641892473156
German,Polish,0.0086149410286311
German,Porteguese,0.006197382419266187
German,Russian,0.004113368816670237
German,Spanish,0.018253422043923245
German,Swedish,0.29517698812396664
German,Telugu,1.7978204135730814e-05
German,Thai,0.0006132960899957549
German,Urdu,0.10536163383250849
German,Vietnamese,0.0009571166417786603
German,Xhosa,0.0071920926705308945
German,Zulu,0.007020528442729871
Hausa,Hausa,0.9999999999999963
Hausa,Hindi,0.03700089895066426
Hausa,Hungarian,0.027842606851865244
Hausa,Indonesian,0.29427098755108294
Hausa,Kazakh,0.0038129346591962428
Hausa,Malyalam,0.16397087535857685
Hausa,Maori,0.19662492363135528
Hausa,Marathi,0.014153252987119669
Hausa,Polish,0.07322137822177813
