Language1,Language2,Dot_Product
Hausa,Hungarian,0.3136643720068664
Hausa,Indonesian,0.9041223092824238
Hausa,Kazakh,0.2781291583324508
Hausa,Malyalam,0.9059427760219297
Hausa,Maori,0.8644171480238189
Hausa,Marathi,0.6224548541259702
Hausa,Polish,0.6399008372804484
Hausa,Porteguese,0.275394145254675
Hausa,Russian,0.6204214953207147
Hausa,Spanish,0.7027604384030703
Hausa,Swedish,0.24595225158478132
Hausa,Telugu,0.044242196392600984
Hausa,Thai,0.008082394520360366
Hausa,Urdu,0.1706366147299471
Hausa,Vietnamese,0.5477573359431527
Hausa,Xhosa,0.7826274903866293
Hausa,Zulu,0.8507736961063072
Hindi,Hindi,0.9999999996394696
Hindi,Hungarian,0.44258843415942173
Hindi,Indonesian,0.6793514332097087
Hindi,Kazakh,0.49956979377627886
Hindi,Malyalam,0.6670939201834314
Hindi,Maori,0.6395492570109691
Hindi,Marathi,0.9264779234595705
Hindi,Polish,0.512266795399183
Hindi,Porteguese,0.3268235194389249
Hindi,Russian,0.6253639006141307
Hindi,Spanish,0.6452734907656607
Hindi,Swedish,0.7676240490239348
Hindi,Telugu,0.003449519547062397
Hindi,Thai,0.0009511300600974012
Hindi,Urdu,0.6679505586996626
Hindi,Vietnamese,0.4548261328964119
Hindi,Xhosa,0.5412473817213432
Hindi,Zulu,0.6676826559296489
Hungarian,Hungarian,0.9999999998010828
Hungarian,Indonesian,0.3630496267549357
Hungarian,Kazakh,0.37566691663053936
Hungarian,Malyalam,0.2764843314336942
Hungarian,Maori,0.34480681311174044
Hungarian,Marathi,0.37198234966133764
Hungarian,Polish,0.6083165104936206
Hungarian,Porteguese,0.6542797803972579
Hungarian,Russian,0.4532705222005486
Hungarian,Spanish,0.37749256062221853
Hungarian,Swedish,0.4279229737555462
Hungarian,Telugu,0.042295632840277896
Hungarian,Thai,0.004027688846927593
Hungarian,Urdu,0.26711150782266074
Hungarian,Vietnamese,0.44473553589169124
Hungarian,Xhosa,0.540548411961206
Hungarian,Zulu,0.37695632546293384
Indonesian,Indonesian,0.9999999897556695
Indonesian,Kazakh,0.3873933344986079
Indonesian,Malyalam,0.8435842929272437
Indonesian,Maori,0.8432536566420905
Indonesian,Marathi,0.6923913659052893
Indonesian,Polish,0.6543330709591193
Indonesian,Porteguese,0.2714266588362926
Indonesian,Russian,0.6088964448794035
Indonesian,Spanish,0.6463557561777862
Indonesian,Swedish,0.29173351846476114
Indonesian,Telugu,0.02082929669641977
Indonesian,Thai,0.0008207881958349427
Indonesian,Urdu,0.20385073123259423
Indonesian,Vietnamese,0.5650878513660081
Indonesian,Xhosa,0.7398853871026484
Indonesian,Zulu,0.793424394879402
Kazakh,Kazakh,0.9999999904347392
Kazakh,Malyalam,0.23442212751883426
Kazakh,Maori,0.27859861282580356
Kazakh,Marathi,0.3888917297083228
Kazakh,Polish,0.33546927324086134
Kazakh,Porteguese,0.2736150678284618
Kazakh,Russian,0.4095415194565779
Kazakh,Spanish,0.460020646481527
Kazakh,Swedish,0.5463558260027233
Kazakh,Telugu,0.05236671629829771
Kazakh,Thai,0.00398341532594361
Kazakh,Urdu,0.4708836925454871
Kazakh,Vietnamese,0.3056734857845458
Kazakh,Xhosa,0.2809108650664872
Kazakh,Zulu,0.3753169041943924
Malyalam,Malyalam,0.9999999979293394
Malyalam,Maori,0.8463760025300531
Malyalam,Marathi,0.7374255597460708
Malyalam,Polish,0.5758271154967898
Malyalam,Porteguese,0.23475085603162746
Malyalam,Russian,0.5735987044640671
Malyalam,Spanish,0.6627095422783817
Malyalam,Swedish,0.3580276034484363
Malyalam,Telugu,0.022312260832725046
Malyalam,Thai,0.00012925279417888563
Malyalam,Urdu,0.35454518584859107
Malyalam,Vietnamese,0.4741688055268535
Malyalam,Xhosa,0.7090568144628914
Malyalam,Zulu,0.8030221721057451
Maori,Maori,0.9999999989687538
Maori,Marathi,0.6287107052655
Maori,Polish,0.5890402813944595
Maori,Porteguese,0.31482363942387437
Maori,Russian,0.7163701799706543
Maori,Spanish,0.7389768602495104
Maori,Swedish,0.274901123254194
Maori,Telugu,0.005303526020923756
Maori,Thai,0.002034224337913389
Maori,Urdu,0.17493838295061537
Maori,Vietnamese,0.5576783031465588
Maori,Xhosa,0.682128357398605
Maori,Zulu,0.8734108521254932
Marathi,Marathi,0.9999999885813289
Marathi,Polish,0.5171389827752955
Marathi,Porteguese,0.23446968206606517
Marathi,Russian,0.5592324519773412
Marathi,Spanish,0.5600740623291285
Marathi,Swedish,0.7472368573128804
Marathi,Telugu,0.047528713257309514
Marathi,Thai,0.0005768057225314329
Marathi,Urdu,0.6673060158606602
Marathi,Vietnamese,0.4029285643521665
Marathi,Xhosa,0.5241075305644974
Marathi,Zulu,0.6069828527580382
Polish,Polish,0.999999999948476
Polish,Porteguese,0.497207249230826
Polish,Russian,0.5834018231840581
Polish,Spanish,0.5310318212998132
Polish,Swedish,0.3681161821756584
Polish,Telugu,0.04784404159543785
Polish,Thai,0.003996477907503242
Polish,Urdu,0.18573730782923425
Polish,Vietnamese,0.5552110245229221
Polish,Xhosa,0.7948640001643356
Polish,Zulu,0.5893137024562303
Porteguese,Porteguese,0.9999999982324276
Porteguese,Russian,0.4556604569105663
Porteguese,Spanish,0.4837616724421428
Porteguese,Swedish,0.29443627370940667
Porteguese,Telugu,0.039587101706595254
Porteguese,Thai,0.002960765889995769
Porteguese,Urdu,0.15070656212431738
Porteguese,Vietnamese,0.2949442623794314
Porteguese,Xhosa,0.4431265751682991
Porteguese,Zulu,0.36115647950239516
Russian,Russian,1.0000000000000002
Russian,Spanish,0.793729274814887
Russian,Swedish,0.40444297208695107
Russian,Telugu,0.03352916785724836
Russian,Thai,0.008441094829742295
Russian,Urdu,0.2636282012788886
Russian,Vietnamese,0.4880703024598744
Russian,Xhosa,0.5272077150084099
Russian,Zulu,0.7263062051293815
Spanish,Spanish,0.999999999930668
Spanish,Swedish,0.4006984567632299
Spanish,Telugu,0.01835964199648557
Spanish,Thai,0.004612369506414422
Spanish,Urdu,0.2665869728352525
Spanish,Vietnamese,0.43962591275110363
Spanish,Xhosa,0.5433363561411663
Spanish,Zulu,0.798706635480195
Swedish,Swedish,0.9999999992387212
Swedish,Telugu,0.03470476268729284
Swedish,Thai,0.004082071667335373
Swedish,Urdu,0.9112733624733496
Swedish,Vietnamese,0.27749350423536323
Swedish,Xhosa,0.2866243049825947
Swedish,Zulu,0.3223638979273977
Telugu,Telugu,0.9999999829835141
Telugu,Thai,0.0032539877316033333
Telugu,Urdu,0.0007402962539856946
Telugu,Vietnamese,0.06270197266935962
Telugu,Xhosa,0.03663217285555143
Telugu,Zulu,0.04141081503536654
Thai,Thai,1.0
Thai,Urdu,0.0009352878968073715
Thai,Vietnamese,0.0047498913718598155
Thai,Xhosa,0.0007304263799435308
Thai,Zulu,0.005278450601138656
Urdu,Urdu,0.9999999936259235
Urdu,Vietnamese,0.13855248739109735
Urdu,Xhosa,0.161404825221191
Urdu,Zulu,0.23045900764491564
Vietnamese,Vietnamese,0.9999999919709628
Vietnamese,Xhosa,0.5914773748454576
Vietnamese,Zulu,0.6042528758786627
Xhosa,Xhosa,0.9999999998761507
Xhosa,Zulu,0.7787844280195412
Zulu,Zulu,0.9999999856289015
